"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"race_originNon-Hispanic American Indian/Alaska Native",1.28618465145901,0.27929632707991,0.901122488909171,0.367523196969681,0.743987875472693,2.22351870532528
"race_originNon-Hispanic Asian or Pacific Islander",1.25688182155264,0.179568973326545,1.2732372674746,0.202933859850042,0.883985329969472,1.78707933241838
"race_originNon-Hispanic Black",1.02540727993803,0.228235597402898,0.109929740302335,0.912465096124819,0.655574275523196,1.60387637069921
"race_originNon-Hispanic Unknown Race",0.393154601721882,0.312178741179934,-2.9904417973372,0.00278574212045311,0.213224123105601,0.724920513700692
"race_originNon-Hispanic White",0.97137704491474,0.0828775237615732,-0.350403570974284,0.72603584682151,0.825738169342482,1.14270285475436
"yost_catMiddle",1.04192361368498,0.0437576956552837,0.938546525930807,0.3479636187072,0.956289225749743,1.13522644355136
"yost_catLower",1.15004376191872,0.0433629476605039,3.22395047006514,0.00126435265980475,1.05634008097426,1.2520595196088
"age_cat56-68",1.69870099821184,0.0485066573176268,10.9235282243044,8.89710507485056e-28,1.54464257249625,1.8681247899717
"age_cat69+",3.52826150884638,0.0427799809576382,29.4718518100478,6.60847703747059e-191,3.24448955988031,3.83685293019286
